Invoice,revenue
491061,233.53000000000003
491062,124.0
491063,203.3
491064,185.9
491067,333.3
491068,700.4
491069,521.0500000000001
491070,383.8
491071,194.10000000000002
491072,15.45
491073,95.75999999999999
491074,23.6
491075,187.8
491077,433.05
491078,259.11
491079,588.85
491081,308.0
491082,1273.5
491083,322.98
491085,130.6
491086,267.26
491089,200.23999999999998
491090,351.45
491091,3249.32
491092,844.12
491093,1445.56
491094,216.0
491095,135.0
491096,175.95000000000002
491097,338.13
491098,179.78
491100,63.5
491101,298.68
491102,50.55
491103,163.26
491104,1552.9
491105,212.58
491109,143.36
491111,321.67
491112,174.33
491113,893.33
491116,301.57
491118,580.79
491122,601.6
491123,380.36
491124,327.38
491125,966.24
491126,389.34000000000003
491127,256.2
491129,50.699999999999996
491131,1.7
491132,171.6
491133,480.0
491136,343.52
491138,179.85
491143,476.03999999999996
491144,873.48
491145,135.0
491146,178.98000000000002
491147,34.3
491148,3882.66
491149,289.92
491150,435.6
491151,661.16
491152,436.8
491153,300.35
491154,289.85
491158,275.73
491159,291.0
491160,377.57
491161,109.35
491163,179.6
491164,33.55
491165,737.7
491169,8.5
491170,328.99
491171,203.85000000000002
491172,730.59
491173,248.49
491174,228.96
491175,347.54
491176,1213.02
491177,105.78000000000002
491178,390.44
491180,294.52000000000004
491181,592.2
491182,190.3
491183,945.58
491184,139.85000000000002
491185,421.17
491186,288.49
491187,97.5
491188,79.7
491189,31.200000000000003
491191,71.78999999999999
491192,509.3
491193,762.98
491194,302.70000000000005
491195,658.5
491196,165.5
491197,126.57
491198,95.55
491199,143.72
491200,165.0
491201,413.1
491203,580.15
491204,224.35999999999999
491205,1391.91
491207,105.75999999999999
491209,278.08
491210,785.62
491211,1766.28
491212,873.61
491226,448.2
491235,307.2
491238,170.45
491240,936.26
491247,436.40000000000003
491314,1505.4
491317,683.91
491318,369.6
491319,181.63
491320,178.2
491321,844.45
491340,517.7
491356,282.03000000000003
491358,99.60000000000001
491368,164.31
491385,328.7
491394,404.82
491395,204.26
491396,435.51
491397,155.79
491399,171.5
491400,427.52
491401,218.05
491403,616.53
491405,70.80000000000001
491406,792.02
491407,130.62
491408,133.75
491421,208.9
491422,864.8900000000001
491424,177.91
491425,230.0
491426,917.76
491427,583.7
491429,375.66
491431,1980.0
491432,325.64
491433,233.10000000000002
491434,327.32
491435,244.42000000000002
491436,10.14
491437,439.18
491438,375.18
491439,306.0
491440,1350.0
491442,102.0
491443,574.07
491444,41.89
491445,122.94999999999999
491447,15.9
491448,459.58
491449,1641.9
491450,634.88
491452,222.05
491453,86.75
491454,218.44
491456,11016.0
491457,362.93
491462,718.83
491463,7.5
491464,52.800000000000004
491465,350.68
491468,1107.95
491474,217.34
491479,391.16
491497,899.64
491498,209.59
491506,199.68
491508,348.6
491516,51.269999999999996
491528,307.54
491554,198.76999999999998
491555,513.54
491570,811.76
491584,525.34
491586,117.96000000000001
491587,500.0
491603,539.47
491607,289.53000000000003
491612,849.9399999999999
491613,252.04
491622,483.42
491625,615.3
491627,460.3
491629,308.81
491630,438.22
491631,160.55
491633,465.42
491634,574.09
491635,1323.86
491636,285.48
491637,638.52
491640,406.12
491642,358.32
491643,1056.86
491644,100.55
491645,156.14
491646,641.51
491647,15.5
491648,214.09
491649,549.08
491651,356.55
491652,510.36
491653,164.48
491654,469.49
491655,15.5
491656,344.65
491658,155.06
491659,416.82
491660,152.25
491661,326.4
491662,356.17
491663,90.95
491664,450.71
491665,1184.6100000000001
491666,335.98
491667,120.06
491668,370.2
491669,76.84
491670,650.88
491671,505.13
491672,336.82
491673,126.7
491674,591.48
491675,374.04
491677,15.0
491678,300.42
491679,145.06
491680,244.79999999999998
491681,272.4
491682,21.95
491683,361.55
491684,228.8
491685,5.1
491686,452.5
491687,588.4
491688,197.98
491690,511.64000000000004
491691,386.73
491692,856.78
491694,228.34
491695,106.65
491696,56.45
491697,493.37
491698,1014.54
491699,286.28000000000003
491700,507.65
491701,123.43
491703,399.79999999999995
491704,65.10000000000001
491706,15.299999999999999
491707,98.25
491708,100.80000000000001
491709,147.99
491710,258.3
491711,313.64
491712,360.51000000000005
491713,545.1
491714,526.46
491715,233.42000000000002
491716,217.8
491717,213.88
491718,181.51
491719,348.61
491720,261.7
491721,354.29
491722,292.98
491724,124.9
491725,45.0
491726,1081.66
491729,171.82
491730,252.12
491731,228.6
491733,366.4
491734,950.0
491735,225.8
491736,756.51
491737,31.929999999999996
491738,1286.43
491742,22.5
491743,597.56
491744,22.5
491745,66.75
491746,327.71000000000004
491747,187.70000000000002
491748,319.38
491750,572.05
491751,196.92000000000002
491752,309.3
491753,348.85
491754,38.66
491755,79.94999999999999
491756,318.36
491757,705.5999999999999
491758,400.91
491759,15.0
491760,170.04999999999998
491780,615.22
491782,162.25
491784,675.05
491800,5259.17
491803,698.61
491804,112.64
491805,1350.81
491806,8.95
491807,164.28
491809,272.02
491810,619.67
491811,290.15
491812,13854.2
491813,157.5
491814,310.43
491815,177.84
491816,1550.07
491825,414.36
491826,850.8299999999999
491828,409.2
491829,325.44
491831,137.73
491832,132.51
491833,390.66
491834,197.05
491840,129.6
491861,266.02
491868,431.98
491888,626.0
491893,274.0
491894,1126.81
491923,307.24
491924,700.83
491935,689.71
491941,70.80000000000001
491949,53.2
491950,238.05
491951,926.31
491953,2308.5
491954,88.5
491955,50.400000000000006
491956,381.4
491957,149.5
491958,99.86
491959,111.0
491960,659.4
491961,1456.2
491963,93.35000000000001
491964,45.300000000000004
491965,497.65000000000003
491967,384.16
491979,891.41
491980,227.72
491981,381.21999999999997
491982,154.69
491983,415.49
491984,306.54
491986,495.0
491987,62.31
491988,429.66
491991,27.0
491992,57.9
491993,304.7
491994,306.40000000000003
491995,367.75
491996,1337.0
491997,292.31
491998,297.86
491999,310.87
492003,253.42000000000002
492004,847.0
492005,2320.2000000000003
492007,169.5
492008,61.2
492009,174.65
492011,253.64000000000001
492012,675.12
492014,13.5
492015,1413.34
492016,179.36
492017,394.41999999999996
492018,531.3
492020,414.78
492021,208.79999999999998
492022,216.0
492035,285.22
492039,301.9
492051,870.84
492064,558.17
492071,6.75
492073,1500.46
492074,377.49
492075,477.36
492076,152.0
492077,290.72
492078,147.68
492079,324.8
492080,308.38
492092,698.2
492098,2343.72
492117,1021.53
492125,146.45999999999998
492127,538.77
492133,1737.2
492153,208.68
492168,391.55
492169,823.8100000000001
492170,138.22
492172,327.91
492173,316.39
492174,478.16
492175,182.25
492176,466.88
492177,598.2
492178,340.39
492179,24.630000000000003
492181,380.78
492185,960.0
492202,774.21
492203,204.0
492204,322.92
492208,334.14
492209,236.17
492210,263.4
492214,301.16
492216,939.21
492218,297.86
492220,205.32
492221,288.88
492222,187.84
492223,179.0
492224,801.3
492225,1084.08
492227,334.5
492228,343.66
492229,388.74
492230,60.48
492231,53.0
492232,61.45
492233,126.5
492234,297.4
492235,155.34
492236,2156.0
492237,3480.0
492238,520.46
492239,313.8
492240,575.64
492241,969.66
492242,321.65000000000003
492244,435.5
492245,243.86
492246,1226.79
492247,307.15
492248,511.2
492249,243.65
492250,462.95
492251,825.32
492252,357.0
492253,223.7
492269,855.45
492270,96.3
492271,68.69999999999999
492272,141.66
492273,10.2
492281,306.3
492282,371.48
492283,117.30000000000001
492285,164.1
492287,313.3
492290,187.44
492296,499.15
492297,307.95
492300,348.15
492302,183.4
492304,214.25
492312,123.19
492313,407.69
492314,336.6
492317,593.4
492318,214.21
492319,161.6
492321,1181.5
492322,352.0
492325,212.1
492328,271.56
492340,311.99
492342,1221.97
492347,1209.58
492348,540.66
492349,306.2
492351,35.45
492356,422.35
492357,115.3
492358,1750.43
492359,78.6
492360,584.1
492361,342.36
492362,436.56
492367,618.79
492368,519.53
492369,323.25
492370,130.51
492371,252.20000000000002
492372,195.50000000000003
492374,425.95
492375,14.2
492376,215.75
492378,422.15
492379,338.31
492380,274.32
492383,542.36
492387,1088.8
492391,340.67
492395,22.67
492397,78.2
492398,50.400000000000006
492399,320.65000000000003
492401,324.87
492403,276.5
492404,98.30000000000001
492405,255.37
492406,597.5
492407,278.07
492408,133.0
492409,189.31
492410,781.1
492412,136.20000000000002
492413,295.64
492415,904.3799999999999
492417,220.07
492418,3416.7200000000003
492419,426.09000000000003
492421,125.95
492423,124.57
492424,3.75
492426,301.02
492427,342.55
492428,447.53000000000003
492429,1425.3
492430,100.80000000000001
492431,353.0
492432,273.88
492433,176.4
492434,589.34
492435,140.9
492436,329.58
492437,323.78000000000003
492438,164.59
492439,1952.64
492440,295.55
492441,435.45
492442,323.0
492443,366.62
492444,171.26
492445,1594.85
492446,589.4
492448,699.08
492449,120.15
492462,233.94
492465,193.85
492472,172.07
492484,176.71
492499,400.76
492500,6.6
492512,199.19
492516,226.74
492517,233.4
492518,809.62
492519,299.65
492520,420.41
492521,71.4
492522,160.82999999999998
492524,391.44
492525,74.94
492526,7.8
492527,437.96000000000004
492528,302.06
492529,433.96
492530,2.95
492534,78.33
492535,286.04
492536,343.96000000000004
492537,411.7
492538,255.15
492539,252.59
492540,256.66
492542,88.28
492544,96.0
492545,139.0
492546,141.0
492547,424.3
492549,339.9
492571,310.70000000000005
492578,319.5
492579,1707.48
492580,144.51
492581,251.3
492582,322.6
492583,263.90000000000003
492585,754.75
492588,348.2
492589,95.4
492591,282.3
492592,799.3
492593,208.66
492594,117.35000000000001
492635,729.12
492640,421.4
492641,162.8
492643,234.54000000000002
492644,950.04
492650,803.25
492652,184.44
492659,173.22
492680,157.43
492684,144.6
492687,10.1
492705,429.8
492707,133.34
492708,428.44
492710,608.4
492711,6.75
492713,6.75
492714,351.69
492716,205.47
492717,458.20000000000005
492718,22.5
492720,896.8499999999999
492722,1.0
492723,8.4
492724,8370.08
492726,294.0
492727,567.0
492728,622.48
492729,366.58
492730,64.17
492731,290.65
492732,486.0
492733,376.0
492734,70.80000000000001
492735,668.65
492736,102.75
492737,356.95
492738,1010.55
492740,1839.5999999999997
492741,3.75
492742,1636.43
492743,143.7
492744,75.0
492745,310.01
492747,187.55
492749,757.45
492750,285.3
492751,316.59
492752,1.95
492753,779.04
492760,180.3
492761,664.65
492762,914.24
492763,307.91
492764,498.5
492765,495.65000000000003
492766,211.36
492767,340.5
492768,316.54
492769,272.0
492770,86.46000000000001
492771,101.03999999999999
492772,131.25
492773,914.16
492774,314.44
492775,312.6
492776,410.42
492777,207.71
492778,376.84999999999997
492779,107.3
492780,3.9
492781,646.3000000000001
492784,403.56
492785,485.40000000000003
492792,330.05
492793,313.83000000000004
492794,310.72
492795,158.6
492796,153.2
492797,353.25
492798,193.53
492799,511.14
492800,243.0
492801,254.54
492803,383.86
492804,264.64
492805,243.65
492806,756.15
492807,342.82
492808,464.56
492809,316.83
492810,602.4000000000001
492811,226.54000000000002
492812,554.0
492813,622.65
492814,412.62
492815,111.68
492816,330.6
492817,199.13
492818,259.15
492819,913.1500000000001
492820,192.09
492822,46.8
492823,379.72
492824,3.37
492830,975.06
492832,321.88000000000005
492834,367.8
492836,200.0
492837,633.22
492839,673.12
492840,107.1
492841,7.95
492842,607.0
492843,456.0
492869,122.25
492875,270.0
492878,266.7
492891,318.66
492929,371.55
492935,74.1
492940,209.4
492942,305.95
492943,7112.68
492944,138.75
492945,308.34000000000003
492948,154.65
492949,66.48
492950,801.4300000000001
492951,433.99
492953,487.3
492954,178.5
492975,50.25
492993,30.64
493050,122.3
493052,303.85
493053,66.2
493069,196.75
493071,398.70000000000005
493076,24.450000000000003
493077,313.6
493139,581.4499999999999
493157,212.21
493181,3284.88
493183,568.51
493187,192.42000000000002
493188,22.96
493189,68.14
493200,66.01
493257,1072.44
493258,2872.04
493266,136.3
493300,131.8
493301,179.46
493302,21.51
493303,12.72
493304,21.4
493308,324.99
493325,701.1999999999999
493326,799.9200000000001
493360,113.12
493371,352.05
493372,643.7
493375,163.2
493376,1.95
493393,2565.83
493395,2583.23
493398,66.9
493399,879.72
493407,24.6
493409,612.0
493410,22.5
493412,22.5
493414,290.2
493427,264.38
493428,230.9
493432,481.38
493433,405.3
493434,1021.0200000000001
493435,797.65
493436,3000.2400000000002
493437,758.4000000000001
493438,360.0
493439,2021.72
493442,309.2
493443,567.5
493444,211.29
493446,189.68
493463,30.37
493467,415.84999999999997
493536,412.17
493537,660.0
493540,165.0
493542,118.75
493543,425.06
493546,136.28
493565,133.2
493566,316.7
493568,644.58
493569,279.11
493571,135.25
493573,364.04
493574,531.72
493575,302.2
493577,311.42
493609,42.0
493613,510.0
493619,309.46
493666,585.85
493667,974.39
493670,614.05
493671,757.1
493672,464.37
493685,906.23
493695,386.93
493696,2054.79
493699,256.7
493700,255.05
493701,714.05
493702,1600.0
493703,1560.0
493704,346.75
493706,848.75
493707,588.3100000000001
493708,980.63
493709,442.44
493710,118.10000000000001
493715,167.27
493716,468.56
493717,299.34
493718,421.15999999999997
493719,627.91
493720,551.45
493721,151.1
493722,1640.58
493738,586.1600000000001
493739,689.8199999999999
493755,57.599999999999994
493757,635.85
493759,754.81
493760,30.45
493761,2179.08
493762,414.71999999999997
493765,1390.52
493793,750.0
493794,318.0
493796,2287.2
493797,306.0
493798,1377.8799999999999
493799,2427.6
493800,854.72
493801,9.9
493802,935.5500000000001
493804,332.58
493806,26.05
493810,93.05000000000001
493812,3677.9
493813,392.95000000000005
493814,202.73000000000002
493815,108.37
493816,212.0
493817,323.40000000000003
493818,360.76
493819,44051.6
493820,262.05
493824,165.60000000000002
493825,200.09
493826,49.2
493827,324.24
493828,316.2
493834,334.35
493840,614.5
493841,699.83
493843,217.2
493844,140.22000000000003
493846,284.52
493847,518.14
493848,158.0
493860,452.6
493863,2130.3
493865,1251.7
493866,439.28000000000003
493872,314.46000000000004
493873,589.07
493874,302.9
493875,237.45000000000002
493876,205.75
493877,2388.82
493878,508.72
493880,563.98
493881,357.0
493882,680.22
493883,3528.0
493884,396.0
493885,6624.0
493886,500.89
493887,760.02
493897,780.52
493899,404.55
493900,780.52
493922,194.1
493923,702.5500000000001
493924,180.0
493925,228.29999999999998
493926,228.67000000000002
493927,358.67999999999995
493929,281.25
493930,141.60000000000002
493941,382.32
493945,200.45
493946,363.74
493947,284.34000000000003
493948,1104.25
493949,174.1
493950,740.63
493951,114.60000000000001
493952,212.4
493953,328.62
493954,258.39
493955,1190.46
493956,101.85000000000001
493957,304.76
493959,177.35000000000002
493960,483.57
493961,354.69
493962,673.0
493963,465.8
493964,1970.19
493965,236.8
493968,691.04
493969,1007.7800000000001
493970,297.1
493971,152.05
493972,327.6
493973,91.28
493974,241.54
493975,760.24
493976,497.20000000000005
493977,275.95
493978,1276.23
493979,147.6
493980,601.8000000000001
493981,3654.38
493982,268.3
493983,447.36
493985,328.05
493987,716.4300000000001
493988,300.6
493989,1192.9
493990,168.3
493991,238.79999999999998
493993,635.88
493994,5520.0
493995,2699.44
493996,307.06
493997,137.79
493998,305.8
494000,443.48
494001,552.79
494002,290.12
494003,194.25
494004,338.71
494007,136.15
494008,326.54
494009,345.18
494010,126.15
494020,249.6
494021,357.17
494022,1980.0
494023,488.68
494026,365.03999999999996
494027,209.00000000000003
494028,306.62
494029,478.77000000000004
494032,306.74
494035,521.0500000000001
494036,595.0
494037,565.0
494040,9.700000000000001
494042,975.11
494045,435.88
494046,47.4
494047,473.56
494048,499.36
494079,150.31
494108,858.27
494110,408.42
494113,150.0
494118,305.28
494119,559.96
494120,1642.5
494128,60.300000000000004
494139,271.2
494140,117.0
494141,256.8
494142,165.8
494143,881.2
494146,152.88
494148,803.76
494149,321.52
494150,726.6
494153,142.35
494154,384.49
494157,463.11
494160,368.1
494161,833.94
494163,95.19999999999999
494164,24.45
494165,235.8
494167,133.51999999999998
494169,163.4
494170,484.54
494206,495.0
494207,293.35
494208,137.7
494209,260.15000000000003
494210,731.52
494211,120.7
494212,690.52
494213,101.95
494214,1579.72
494216,446.1
494217,308.24
494218,204.28
494227,658.95
494228,285.83
494229,1218.8
494230,32.5
494233,1254.56
494234,5.0
494235,643.5
494236,120.0
494237,219.89000000000001
494239,584.08
494240,665.1
494241,326.98
494243,18532.3
494244,6711.0
494246,36.25
494264,432.83
494267,363.12
494268,306.3
494269,334.99
494272,321.44
494275,534.6
494276,305.09999999999997
494277,1335.92
494278,708.2
494280,854.35
494281,317.64
494327,430.83
494335,288.85
494336,332.7
494338,403.06
494339,530.34
494342,177.9
494343,143.22
494344,89.32
494345,374.11
494348,546.95
494349,117.80000000000001
494351,354.45
494354,1273.5
494357,1383.4099999999999
494359,383.02
494362,119.38000000000001
494364,748.91
494383,179.7
494384,381.66
494385,486.64
494389,480.47
494390,520.24
494391,164.34
494392,129.09
494394,274.2
494395,953.5
494416,371.46999999999997
494419,39.8
